username,transaction_type,amount,category,description,place,date
valerie.reynolds,cash,30.6,Entertainment,Event entry,Escape Room,2021-01-17
valerie.reynolds,card,6.64,Coffee,Morning coffee,Work Cafe,2020-11-25
valerie.reynolds,card,111.29,Entertainment,Theater play,Sports Arena,2021-09-25
valerie.reynolds,card,2.13,Coffee,Afternoon coffee,Local Coffee Shop,2020-05-16
valerie.reynolds,card,7.42,Coffee,Coffee meeting,Office Cafe,2023-06-24
valerie.reynolds,card,6.86,Health,Specialist visit,Emergency Room,2022-12-05
valerie.reynolds,cash,34.02,Transport,Train ticket,Bike Rental,2022-06-13
valerie.reynolds,card,4.92,Coffee,Quick coffee,Train Station Cafe,2025-07-11
valerie.reynolds,cash,155.9,Health,Routine check,Dermatology Clinic,2021-01-08
valerie.reynolds,cash,97.04,Food,Frozen food,Asian Restaurant,2021-01-22
valerie.reynolds,card,98.51,Entertainment,Bowling,Festival,2022-08-22
valerie.reynolds,card,72.8,Bills,Water bill,Waste Management,2024-09-19
valerie.reynolds,cash,149.8,Bills,Service charge,Subscription Service,2025-06-08
valerie.reynolds,card,31.32,Bills,Streaming subscription,Hosting Provider,2024-04-05
valerie.reynolds,card,25.25,Transport,Long distance travel,Airport Transport,2024-04-25
valerie.reynolds,card,997.0,Shopping,Toys,Discount Store,2020-07-04
valerie.reynolds,cash,22.78,Food,Meal prep,Bakery,2023-12-30
valerie.reynolds,cash,748.83,Shopping,New phone,Gift Shop,2021-10-30
valerie.reynolds,card,214.8,Entertainment,Escape room,Theater,2025-05-05
valerie.reynolds,card,2.23,Coffee,Coffee with milk,Espresso Bar,2025-07-26
valerie.reynolds,card,45.32,Entertainment,Museum entry,Concert Hall,2024-09-10
valerie.reynolds,card,211.5,Bills,Internet bill,Heating Provider,2024-09-08
valerie.reynolds,cash,122.21,Transport,Metro ticket,OMV,2025-02-18
valerie.reynolds,card,158.31,Health,Lab analysis,Orthopedic Clinic,2020-12-09
valerie.reynolds,cash,247.5,Health,Doctor visit,Emergency Room,2022-11-21
valerie.reynolds,card,77.12,Food,Ready meals,Kaufland,2025-03-28
valerie.reynolds,cash,105.31,Transport,Commute,Taxi,2021-11-04
valerie.reynolds,cash,210.59,Bills,Late fee,Internet Provider,2025-03-21
valerie.reynolds,cash,60.84,Transport,Emergency ride,Uber,2020-10-22
valerie.reynolds,cash,76.73,Entertainment,Weekend fun,Festival,2022-09-01
valerie.reynolds,cash,8.36,Coffee,Takeaway coffee,Cafe Bar,2022-12-13
valerie.reynolds,cash,2.76,Coffee,Coffee with milk,Coffee Corner,2024-12-12
valerie.reynolds,card,62.15,Transport,Ride sharing,OMV,2020-02-12
valerie.reynolds,card,201.18,Health,Treatment,Wellness Center,2020-07-29
valerie.reynolds,card,76.45,Health,Emergency visit,Medical Center,2023-08-25
valerie.reynolds,cash,46.54,Transport,Long distance travel,Uber,2020-08-01
valerie.reynolds,card,263.39,Bills,Contract payment,Hosting Provider,2022-09-14
valerie.reynolds,cash,356.34,Health,Dental check,Orthopedic Clinic,2024-12-22
valerie.reynolds,cash,32.1,Health,Medication,Private Doctor,2020-03-05
valerie.reynolds,card,804.61,Shopping,Impulse buy,Gift Shop,2024-05-22
valerie.reynolds,cash,22.71,Food,Snack,Local Market,2022-03-25
valerie.reynolds,cash,11.87,Transport,Scooter ride,Fuel Station,2024-07-10
valerie.reynolds,card,104.66,Bills,Monthly bill,Bank Service,2021-10-11
valerie.reynolds,card,4.78,Coffee,Mocha,Bakery Cafe,2025-03-21
valerie.reynolds,card,91.59,Transport,Ride sharing,Shell,2025-12-04
valerie.reynolds,card,3.77,Transport,Scooter ride,Car Rental,2022-10-09
valerie.reynolds,cash,60.52,Transport,Vehicle rental,Airport Transport,2022-08-29
valerie.reynolds,cash,28.06,Bills,Gas bill,Gas Provider,2023-02-01
valerie.reynolds,cash,96.65,Food,Party food,Organic Store,2020-07-24
valerie.reynolds,card,16.67,Food,Family meal,Butcher Shop,2022-12-05
valerie.reynolds,card,92.21,Food,Meal prep,Fast Food,2022-10-27
valerie.reynolds,card,158.24,Entertainment,Night out,Escape Room,2021-01-29
valerie.reynolds,cash,2.03,Coffee,Specialty coffee,Train Station Cafe,2020-08-12
valerie.reynolds,cash,49.56,Food,Meat purchase,Local Market,2025-12-25
valerie.reynolds,cash,34.81,Transport,Single ride,Public Transport,2023-05-26
valerie.reynolds,cash,327.84,Bills,Service charge,City Services,2023-02-26
valerie.reynolds,cash,86.32,Bills,Adjustment charge,Electric Company,2021-02-16
valerie.reynolds,cash,3.52,Coffee,Americano,Local Coffee Shop,2023-03-13
valerie.reynolds,card,103.31,Food,Snack,Local Market,2024-03-23
valerie.reynolds,cash,233.26,Health,Specialist visit,Specialist Clinic,2020-06-24
valerie.reynolds,card,1182.34,Shopping,Books,Outlet Store,2025-02-16
valerie.reynolds,cash,94.66,Transport,Bus ticket,Taxi,2020-09-22
valerie.reynolds,card,237.03,Entertainment,Arcade games,Subscription Service,2022-04-09
valerie.reynolds,card,156.1,Health,Health service,Eye Clinic,2024-11-01
valerie.reynolds,card,84.18,Bills,Cloud service,Water Utility,2024-07-24
valerie.reynolds,card,96.39,Entertainment,Entertainment fee,Event Venue,2022-02-05
valerie.reynolds,cash,388.98,Shopping,Books,Toy Store,2020-12-22
valerie.reynolds,cash,318.59,Bills,Recurring payment,Property Management,2020-06-12
valerie.reynolds,card,84.47,Transport,Train ticket,Taxi,2023-07-04
valerie.reynolds,cash,262.0,Health,Doctor visit,Mental Health Clinic,2021-06-04
valerie.reynolds,card,194.31,Health,Therapy session,Wellness Center,2024-03-07
valerie.reynolds,card,172.18,Food,Lunch,Aldi,2023-10-07
valerie.reynolds,card,110.85,Food,Party food,Organic Store,2024-08-29
valerie.reynolds,cash,46.34,Transport,Taxi ride,Car Rental,2025-05-27
valerie.reynolds,card,300.44,Health,Medical care,Dermatology Clinic,2022-01-08
valerie.reynolds,card,9.42,Entertainment,Movie ticket,Gaming Store,2021-06-29
valerie.reynolds,cash,123.94,Health,Follow-up visit,Medical Store,2021-03-30
valerie.reynolds,cash,39.25,Transport,Single ride,Bike Rental,2021-09-17
valerie.reynolds,card,237.32,Health,Doctor visit,Dermatology Clinic,2024-08-31
valerie.reynolds,card,151.88,Entertainment,Game purchase,Bar,2022-05-19
valerie.reynolds,cash,64.35,Entertainment,Bowling,Concert Hall,2020-08-29
valerie.reynolds,card,684.93,Shopping,Big purchase,Shopping Mall,2023-08-27
valerie.reynolds,cash,32.61,Food,Quick bite,Carrefour,2023-11-03
valerie.reynolds,cash,1030.04,Shopping,Shoes,Outlet Store,2024-09-07
valerie.reynolds,card,154.6,Bills,Annual fee,Telecom Provider,2021-09-03
valerie.reynolds,card,131.17,Food,Meat purchase,Food Truck,2021-03-27
valerie.reynolds,card,2.75,Coffee,Americano,Office Cafe,2022-06-26
valerie.reynolds,card,337.1,Bills,Mobile plan,Streaming Service,2023-11-26
valerie.reynolds,card,90.79,Transport,Highway toll,Bus Station,2025-10-10
valerie.reynolds,card,35.57,Health,Follow-up visit,Orthopedic Clinic,2025-06-04
valerie.reynolds,card,181.38,Entertainment,Online content,Online Platform,2025-01-24
valerie.reynolds,card,899.12,Shopping,New phone,Tech Store,2023-05-25
valerie.reynolds,card,1106.38,Shopping,Computer equipment,Discount Store,2023-06-10
valerie.reynolds,cash,8.22,Transport,Short trip,Gas Station,2023-01-16
valerie.reynolds,cash,1109.45,Shopping,Replacement item,Fashion Boutique,2023-11-17
valerie.reynolds,cash,742.05,Shopping,Replacement item,Tech Store,2021-03-18
valerie.reynolds,cash,307.91,Health,Treatment,Hospital,2023-01-08
valerie.reynolds,cash,19.83,Entertainment,Escape room,Leisure Center,2025-06-18
valerie.reynolds,card,159.68,Food,Organic food,Supermarket,2023-07-12
valerie.reynolds,card,20.29,Entertainment,Evening entertainment,Subscription Service,2025-09-26
valerie.reynolds,cash,323.88,Bills,Maintenance fee,Cloud Service,2024-10-30
valerie.reynolds,cash,87.68,Transport,Monthly pass,BP,2020-01-14
valerie.reynolds,cash,67.63,Health,Medical care,Orthopedic Clinic,2023-05-20
valerie.reynolds,card,712.11,Shopping,Books,Accessory Shop,2025-12-11
valerie.reynolds,cash,148.05,Food,Frozen food,Food Truck,2023-11-17
valerie.reynolds,cash,209.75,Entertainment,Bowling,Sports Arena,2025-12-19
valerie.reynolds,card,567.32,Shopping,Impulse buy,Shoe Store,2024-03-22
valerie.reynolds,card,206.64,Health,Prescription drugs,Rehab Center,2022-05-26
valerie.reynolds,cash,109.3,Food,Dinner,Restaurant,2021-08-22
valerie.reynolds,card,27.37,Transport,Bike ride,Public Transport,2021-08-20
valerie.reynolds,card,55.43,Entertainment,Sports event,Sports Arena,2022-08-26
valerie.reynolds,cash,168.61,Bills,Insurance payment,Internet Provider,2024-03-11
valerie.reynolds,cash,8.29,Coffee,Coffee with milk,Espresso Bar,2020-05-09
valerie.reynolds,cash,84.11,Food,Frozen food,Kaufland,2021-09-28
valerie.reynolds,cash,57.08,Transport,Fuel,Bus Station,2024-08-27
valerie.reynolds,card,952.72,Shopping,Seasonal shopping,Clothing Store,2025-04-21
valerie.reynolds,card,3.78,Coffee,Quick coffee,Work Cafe,2021-07-27
valerie.reynolds,cash,328.12,Bills,Contract payment,Telecom Provider,2025-11-12
valerie.reynolds,cash,11.0,Food,Snack,Aldi,2022-06-04
valerie.reynolds,cash,71.31,Shopping,Accessories,Fashion Boutique,2025-09-08
valerie.reynolds,card,101.97,Transport,Vehicle rental,Bolt,2020-04-03
valerie.reynolds,cash,112.46,Bills,Contract payment,Mobile Operator,2020-11-12
valerie.reynolds,card,65.55,Food,Home cooking,Butcher Shop,2024-08-01
valerie.reynolds,cash,631.48,Shopping,Replacement item,Home Store,2021-03-07
valerie.reynolds,cash,91.52,Health,Vaccination,Mental Health Clinic,2021-11-10
valerie.reynolds,cash,242.43,Entertainment,Event entry,Cinema,2023-12-06
valerie.reynolds,card,126.68,Health,Specialist visit,Optician,2020-02-24
valerie.reynolds,card,128.74,Entertainment,Streaming subscription,Bowling Alley,2025-09-24
valerie.reynolds,cash,74.35,Transport,Highway toll,Ferry,2021-07-13
valerie.reynolds,cash,20.61,Bills,Adjustment charge,Insurance Office,2023-07-31
valerie.reynolds,cash,16.57,Entertainment,Escape room,Festival,2024-04-29
valerie.reynolds,card,92.89,Entertainment,Digital purchase,Museum,2021-11-15
valerie.reynolds,card,67.43,Transport,Airport transfer,Bolt,2023-07-01
valerie.reynolds,cash,7.78,Coffee,Cappuccino,Bakery Cafe,2021-02-26
valerie.reynolds,cash,113.52,Health,Medical tests,Orthopedic Clinic,2024-11-09
valerie.reynolds,cash,11.76,Health,Emergency visit,Hospital,2021-11-28
valerie.reynolds,card,7.92,Coffee,Black coffee,Late Night Cafe,2025-09-21
valerie.reynolds,card,97.23,Health,Health service,Dental Clinic,2020-11-30
valerie.reynolds,cash,88.37,Transport,Train ticket,Car Wash,2024-09-29
valerie.reynolds,card,58.73,Food,Organic food,Supermarket,2023-08-02
valerie.reynolds,cash,327.33,Bills,Adjustment charge,Property Management,2022-08-12
valerie.reynolds,card,258.68,Bills,Late fee,Property Management,2023-07-16
valerie.reynolds,card,133.27,Entertainment,Online content,Museum,2020-11-23
valerie.reynolds,card,66.97,Transport,Airport transfer,Metro,2022-02-19
valerie.reynolds,card,104.58,Food,Snack,Aldi,2022-01-28
valerie.reynolds,card,206.77,Bills,Maintenance fee,Waste Management,2020-06-14
valerie.reynolds,card,140.0,Bills,Annual fee,Waste Management,2024-10-05
valerie.reynolds,cash,102.7,Shopping,Fashion items,Mobile Shop,2022-08-27
valerie.reynolds,cash,105.35,Entertainment,Game purchase,Bar,2020-06-24
valerie.reynolds,cash,104.07,Health,Medical tests,Orthopedic Clinic,2025-09-28
valerie.reynolds,card,49.81,Transport,Long distance travel,Ferry,2023-11-10
valerie.reynolds,cash,66.52,Food,Home cooking,Local Market,2021-05-27
valerie.reynolds,card,104.76,Bills,Streaming subscription,City Services,2025-12-05
valerie.reynolds,card,82.81,Bills,Annual fee,Waste Management,2022-12-04
valerie.reynolds,card,35.9,Entertainment,Streaming subscription,Bar,2023-06-25
valerie.reynolds,cash,55.72,Food,Lunch,Fish Market,2021-01-31
valerie.reynolds,cash,2.36,Coffee,Americano,Coffee Truck,2021-07-04
valerie.reynolds,card,123.11,Transport,Car wash,Taxi,2020-07-28
valerie.reynolds,card,121.38,Transport,Transport service,Uber,2020-05-20
valerie.reynolds,card,87.08,Food,Breakfast,Lidl,2022-03-05
valerie.reynolds,card,96.76,Transport,Taxi ride,Highway Toll,2024-12-03
valerie.reynolds,cash,93.32,Health,Medical exam,Orthopedic Clinic,2024-09-01
valerie.reynolds,cash,79.26,Shopping,Furniture,Furniture Store,2021-08-29
valerie.reynolds,card,118.26,Entertainment,Streaming subscription,Festival,2020-08-22
valerie.reynolds,card,238.71,Entertainment,Online content,Night Club,2022-11-13
valerie.reynolds,cash,66.82,Transport,Bike ride,Metro,2020-03-14
valerie.reynolds,cash,161.55,Food,Frozen food,Local Market,2021-08-10
valerie.reynolds,card,205.59,Shopping,Fashion items,Outlet Store,2021-06-25
valerie.reynolds,card,6.95,Coffee,Coffee meeting,Morning Cafe,2024-12-25
valerie.reynolds,card,142.84,Food,Late night food,Italian Restaurant,2020-10-14
valerie.reynolds,card,389.43,Health,Doctor visit,Health Center,2020-01-27
valerie.reynolds,card,7.98,Coffee,Sweet coffee,Coffee Corner,2025-12-05
valerie.reynolds,cash,6.23,Coffee,Latte,Coffee Corner,2022-01-23
valerie.reynolds,card,131.89,Transport,Bus ticket,Taxi,2022-11-03
valerie.reynolds,cash,69.73,Entertainment,Online content,Bowling Alley,2024-12-04
valerie.reynolds,cash,135.31,Transport,Scooter ride,Ferry,2022-02-11
valerie.reynolds,card,10.95,Food,Meat purchase,Fast Food,2025-08-13
valerie.reynolds,cash,96.73,Transport,Fuel,Airport Transport,2020-10-22
valerie.reynolds,cash,112.11,Health,Medical exam,Wellness Center,2025-09-14
valerie.reynolds,card,33.39,Food,Takeaway,Organic Store,2025-10-02
valerie.reynolds,cash,124.66,Entertainment,Arcade games,Escape Room,2022-09-11
valerie.reynolds,card,997.86,Shopping,Electronics,Electronics Store,2024-12-19
valerie.reynolds,card,5.62,Coffee,Coffee meeting,Mall Cafe,2023-07-13
valerie.reynolds,card,219.0,Bills,Service charge,Property Management,2020-03-10
valerie.reynolds,card,328.68,Bills,Extra service,Internet Provider,2023-10-04
valerie.reynolds,card,157.1,Entertainment,Game purchase,Cinema,2022-10-19
valerie.reynolds,cash,48.24,Health,Health supplies,Pharmacy,2022-07-07
valerie.reynolds,cash,136.7,Health,Doctor visit,Orthopedic Clinic,2020-08-02
valerie.reynolds,card,148.99,Food,Weekly shopping,Fish Market,2022-11-21
valerie.reynolds,cash,5.96,Coffee,Cold brew,Bakery Cafe,2020-04-20
valerie.reynolds,cash,106.6,Bills,Streaming subscription,Hosting Provider,2020-08-07
valerie.reynolds,cash,7.22,Coffee,Iced coffee,Work Cafe,2023-09-26
valerie.reynolds,card,126.14,Transport,Single ride,BP,2023-11-19
valerie.reynolds,cash,325.61,Bills,Maintenance fee,Mobile Operator,2024-01-06
valerie.reynolds,cash,864.7,Shopping,Shoes,Clothing Store,2021-05-02
valerie.reynolds,cash,53.36,Bills,Monthly bill,Insurance Office,2020-07-30
valerie.reynolds,card,830.91,Shopping,Shoes,Shopping Mall,2023-02-17
valerie.reynolds,cash,614.06,Shopping,Decorations,Online Shop,2021-12-04
valerie.reynolds,card,804.89,Shopping,Furniture,Sports Store,2022-02-04
valerie.reynolds,card,205.28,Entertainment,Festival ticket,Amusement Park,2021-08-06
valerie.reynolds,cash,98.44,Health,Medication,Specialist Clinic,2025-04-17
valerie.reynolds,card,77.27,Health,Lab analysis,Emergency Room,2025-10-10
valerie.reynolds,card,46.81,Shopping,Decorations,Shopping Mall,2023-11-18
valerie.reynolds,cash,32.18,Entertainment,Sports event,Escape Room,2023-10-09
valerie.reynolds,card,70.63,Transport,Train ticket,Bolt,2025-03-05
valerie.reynolds,card,206.57,Bills,Mobile plan,Water Utility,2020-07-27
valerie.reynolds,card,4.88,Coffee,Black coffee,Specialty Coffee,2020-10-12
valerie.reynolds,cash,104.94,Transport,Airport transfer,Public Transport,2024-02-28
valerie.reynolds,card,36.98,Transport,Short trip,Airport Transport,2021-10-16
valerie.reynolds,card,285.95,Health,Specialist visit,Specialist Clinic,2020-02-27
valerie.reynolds,cash,8.46,Coffee,Flat white,Coffee Corner,2022-05-06
valerie.reynolds,cash,328.02,Bills,Monthly bill,Energy Provider,2025-10-21
valerie.reynolds,card,83.36,Bills,Service charge,Heating Provider,2021-12-11
valerie.reynolds,card,100.49,Food,Weekly shopping,Butcher Shop,2023-01-05
valerie.reynolds,card,72.0,Transport,Car wash,Car Wash,2021-12-24
valerie.reynolds,cash,176.83,Food,Breakfast,Supermarket,2025-01-12
valerie.reynolds,cash,250.01,Health,Dental check,Specialist Clinic,2025-12-07
valerie.reynolds,card,1176.81,Shopping,Household items,Gift Shop,2022-09-24
valerie.reynolds,cash,80.43,Food,Fresh vegetables,Asian Restaurant,2025-12-02
valerie.reynolds,card,109.98,Entertainment,Event entry,Gallery,2025-11-27
valerie.reynolds,cash,6.54,Coffee,Sweet coffee,Cafe Bar,2025-05-18
valerie.reynolds,card,240.07,Bills,Utility payment,Subscription Service,2022-05-01
valerie.reynolds,cash,17.98,Entertainment,Bowling,Night Club,2021-11-29
valerie.reynolds,card,39.68,Transport,Emergency ride,Taxi,2025-03-10
valerie.reynolds,card,109.83,Transport,Highway toll,Uber,2023-11-13
valerie.reynolds,card,106.12,Bills,Maintenance fee,Energy Provider,2023-09-01
valerie.reynolds,card,43.78,Food,Fresh vegetables,Asian Restaurant,2022-07-29
valerie.reynolds,cash,215.54,Bills,Contract payment,Property Management,2024-04-19
valerie.reynolds,cash,135.75,Health,Health service,Laboratory,2021-04-09
valerie.reynolds,card,3.75,Coffee,Iced coffee,Espresso Bar,2022-04-25
valerie.reynolds,card,357.11,Health,Vitamins,Orthopedic Clinic,2024-09-13
valerie.reynolds,card,23.82,Food,Dinner,Kaufland,2022-04-20
valerie.reynolds,card,105.2,Transport,Bus ticket,Taxi,2020-07-27
valerie.reynolds,card,64.45,Bills,Monthly bill,City Services,2025-06-03
valerie.reynolds,card,902.64,Shopping,Gifts,Sports Store,2020-11-12
valerie.reynolds,card,298.21,Bills,Insurance payment,Hosting Provider,2025-10-22
valerie.reynolds,cash,54.86,Transport,Fuel,Shell,2022-07-22
valerie.reynolds,cash,94.1,Food,Home cooking,Restaurant,2023-03-13
valerie.reynolds,cash,48.93,Transport,Transport service,Bike Rental,2023-12-13
valerie.reynolds,cash,60.41,Health,Treatment,Optician,2021-06-06
valerie.reynolds,cash,6.89,Coffee,Coffee with milk,Morning Cafe,2021-05-01
valerie.reynolds,cash,103.75,Food,Late night food,Kaufland,2022-04-04
valerie.reynolds,cash,212.88,Health,Doctor visit,Health Center,2021-07-25
valerie.reynolds,cash,3.4,Coffee,Black coffee,University Cafe,2021-07-03
valerie.reynolds,card,35.74,Food,Lunch,Carrefour,2023-04-29
valerie.reynolds,cash,144.08,Shopping,Office supplies,Gift Shop,2025-10-05
valerie.reynolds,card,123.53,Entertainment,Theater play,Theater,2025-11-22
valerie.reynolds,cash,358.3,Health,Routine check,Hospital,2025-08-10
valerie.reynolds,cash,106.29,Bills,Contract payment,Electric Company,2022-12-30
valerie.reynolds,cash,264.79,Bills,Renewal fee,Internet Provider,2025-04-23
valerie.reynolds,cash,84.16,Bills,Recurring payment,Heating Provider,2020-02-21
valerie.reynolds,cash,381.55,Shopping,Electronics,Shoe Store,2021-09-05
valerie.reynolds,card,479.48,Shopping,Office supplies,Outlet Store,2021-10-10
valerie.reynolds,card,199.06,Health,Health consultation,Health Center,2024-02-13
valerie.reynolds,cash,195.37,Health,Health consultation,Clinic,2020-04-16
valerie.reynolds,cash,96.15,Food,Weekly shopping,Food Truck,2020-12-18
valerie.reynolds,card,103.57,Shopping,Gifts,Sports Store,2020-04-14
valerie.reynolds,card,26.53,Health,Emergency visit,Pharmacy,2024-11-01
valerie.reynolds,cash,4.1,Transport,Metro ticket,Airport Transport,2020-03-05
valerie.reynolds,card,136.72,Health,Medical equipment,Emergency Room,2025-07-03
valerie.reynolds,cash,83.99,Entertainment,Sports event,Online Platform,2022-05-08
valerie.reynolds,cash,154.87,Shopping,Shoes,Department Store,2025-12-10
valerie.reynolds,cash,344.12,Bills,Adjustment charge,Utility Office,2023-01-12
valerie.reynolds,cash,52.87,Health,Health consultation,Health Center,2025-12-30
valerie.reynolds,card,604.58,Shopping,Seasonal shopping,Mobile Shop,2025-03-12
valerie.reynolds,card,111.55,Bills,Monthly bill,Heating Provider,2023-12-08
valerie.reynolds,cash,79.54,Health,Medication,Orthopedic Clinic,2022-06-01
valerie.reynolds,card,998.66,Shopping,Gifts,Clothing Store,2025-12-30
valerie.reynolds,card,5.87,Coffee,Takeaway coffee,Coffee Lounge,2024-10-14
valerie.reynolds,card,2.3,Coffee,Latte,Bookstore Cafe,2022-03-13
valerie.reynolds,cash,31.58,Food,Seafood,Local Market,2024-09-27
valerie.reynolds,cash,6.33,Coffee,Sweet coffee,Neighborhood Cafe,2020-12-03
valerie.reynolds,card,7.02,Coffee,Takeaway coffee,Train Station Cafe,2025-08-09
valerie.reynolds,cash,70.76,Transport,Single ride,Bike Rental,2021-07-01
valerie.reynolds,card,8.54,Coffee,Specialty coffee,Mall Cafe,2022-07-17
valerie.reynolds,cash,76.02,Transport,Train ticket,Car Wash,2022-10-11
valerie.reynolds,card,66.5,Food,Seafood,Carrefour,2024-12-18
valerie.reynolds,card,8.89,Coffee,Espresso,Neighborhood Cafe,2024-06-30
valerie.reynolds,card,399.05,Health,Specialist visit,Physiotherapy,2024-09-09
valerie.reynolds,card,267.64,Bills,Electricity bill,Cloud Service,2024-08-06
valerie.reynolds,cash,259.1,Bills,Mobile plan,Streaming Service,2024-10-12
valerie.reynolds,cash,19.69,Entertainment,Evening entertainment,Theater,2023-05-24
valerie.reynolds,cash,316.17,Health,Medication,Clinic,2021-08-18
valerie.reynolds,cash,160.43,Health,Health service,Dermatology Clinic,2022-04-20
valerie.reynolds,card,226.5,Bills,Utility payment,City Services,2023-07-27
valerie.reynolds,cash,335.16,Bills,Late fee,City Services,2025-04-28
valerie.reynolds,card,57.16,Entertainment,Movie ticket,Gallery,2024-02-11
valerie.reynolds,cash,234.87,Health,Follow-up visit,Dermatology Clinic,2023-06-20
valerie.reynolds,card,1114.64,Shopping,Computer equipment,Shopping Mall,2024-04-18
valerie.reynolds,card,700.32,Shopping,Clothes,Gift Shop,2021-04-13
valerie.reynolds,cash,6.2,Coffee,Afternoon coffee,Downtown Cafe,2020-07-30
valerie.reynolds,card,224.57,Health,Therapy session,Dermatology Clinic,2020-08-04
valerie.reynolds,card,228.11,Entertainment,Weekend fun,Gallery,2023-07-27
valerie.reynolds,card,204.47,Entertainment,Museum entry,Arcade,2023-12-02
valerie.reynolds,cash,96.97,Health,Follow-up visit,Wellness Center,2022-01-29
valerie.reynolds,card,77.38,Health,Medical equipment,Health Shop,2025-07-31
valerie.reynolds,card,110.42,Food,Seafood,Italian Restaurant,2020-06-13
valerie.reynolds,cash,163.92,Bills,Contract payment,Subscription Service,2023-07-29
valerie.reynolds,card,4.51,Coffee,Flat white,Cafe Bar,2023-04-29
valerie.reynolds,cash,7.35,Coffee,Black coffee,Specialty Coffee,2021-02-13
valerie.reynolds,card,398.4,Health,Lab analysis,Health Center,2024-08-19
valerie.reynolds,cash,147.54,Food,Home cooking,Lidl,2022-11-20
valerie.reynolds,card,75.8,Entertainment,Festival ticket,Cinema,2023-11-21
valerie.reynolds,cash,55.24,Health,Specialist visit,Dental Clinic,2023-02-15
valerie.reynolds,cash,790.4,Shopping,Replacement item,Shoe Store,2023-04-17
valerie.reynolds,card,119.78,Bills,Extra service,Cloud Service,2022-07-19
valerie.reynolds,card,130.04,Entertainment,Game purchase,Leisure Center,2020-01-26
valerie.reynolds,card,67.14,Bills,Service charge,Insurance Office,2022-01-11
valerie.reynolds,cash,507.11,Shopping,Books,Department Store,2021-02-03
valerie.reynolds,cash,208.19,Bills,Late fee,Cloud Service,2025-09-29
valerie.reynolds,card,140.88,Health,Vitamins,Optician,2023-07-18
valerie.reynolds,cash,114.64,Transport,Short trip,Uber,2024-02-20
valerie.reynolds,cash,175.73,Health,Treatment,Laboratory,2023-04-26
valerie.reynolds,card,54.31,Health,Vitamins,Orthopedic Clinic,2022-04-15
valerie.reynolds,cash,1132.89,Shopping,Books,Jewelry Store,2022-07-15
valerie.reynolds,card,195.34,Bills,Streaming subscription,Energy Provider,2024-01-14
valerie.reynolds,cash,6.73,Coffee,Double espresso,Hipster Cafe,2020-10-29
valerie.reynolds,cash,21.1,Health,Doctor visit,Dental Clinic,2021-10-14
valerie.reynolds,card,91.44,Food,Late night food,Italian Restaurant,2025-07-09
valerie.reynolds,cash,264.96,Bills,Renewal fee,Cloud Service,2022-02-07
valerie.reynolds,cash,146.53,Health,Doctor visit,Emergency Room,2024-10-07
valerie.reynolds,cash,5.58,Coffee,Afternoon coffee,Coffee Lounge,2021-05-14
valerie.reynolds,card,137.6,Food,Late night food,Butcher Shop,2024-10-17
valerie.reynolds,cash,269.98,Bills,Renewal fee,Electric Company,2025-05-02
valerie.reynolds,card,316.49,Bills,Streaming subscription,Gas Provider,2022-03-10
valerie.reynolds,card,154.18,Bills,Renewal fee,Subscription Service,2023-01-05
valerie.reynolds,cash,7.48,Coffee,Coffee meeting,Specialty Coffee,2024-05-03
valerie.reynolds,card,69.45,Transport,Monthly pass,BP,2023-10-31
valerie.reynolds,cash,1053.41,Shopping,Office supplies,Toy Store,2020-07-14
valerie.reynolds,cash,6.49,Coffee,Sweet coffee,Mall Cafe,2022-11-15
valerie.reynolds,card,899.55,Shopping,Fashion items,Department Store,2022-09-24
valerie.reynolds,cash,907.97,Shopping,Clothes,Gift Shop,2020-09-04
valerie.reynolds,card,574.8,Shopping,Electronics,Shopping Mall,2021-01-07
valerie.reynolds,cash,249.09,Bills,Extra service,Electric Company,2020-02-29
valerie.reynolds,card,140.41,Food,Dinner,Local Market,2024-05-15
valerie.reynolds,card,593.24,Shopping,Replacement item,Furniture Store,2023-05-11
valerie.reynolds,card,268.02,Health,Medical care,Eye Clinic,2024-11-02
valerie.reynolds,cash,1030.89,Shopping,Gifts,Accessory Shop,2023-01-10
valerie.reynolds,cash,124.37,Food,Organic food,Aldi,2025-09-06
valerie.reynolds,card,7.24,Coffee,Coffee with milk,Local Coffee Shop,2024-07-13
valerie.reynolds,cash,5.21,Coffee,Coffee to go,Work Cafe,2020-11-15
valerie.reynolds,card,208.42,Bills,Maintenance fee,Gas Provider,2025-02-08
valerie.reynolds,card,162.95,Bills,TV subscription,Bank Service,2020-08-24
valerie.reynolds,card,202.64,Entertainment,Movie ticket,Concert Hall,2025-09-01
valerie.reynolds,card,3.22,Coffee,Black coffee,Cafe Bar,2025-02-21
valerie.reynolds,cash,130.22,Transport,Taxi ride,OMV,2023-02-10
valerie.reynolds,cash,242.18,Bills,Extra service,Streaming Service,2025-11-02
valerie.reynolds,cash,4.71,Coffee,Cold brew,Neighborhood Cafe,2025-11-01
valerie.reynolds,cash,348.77,Health,Vaccination,Dermatology Clinic,2025-11-12
valerie.reynolds,card,1103.22,Shopping,Replacement item,Shoe Store,2023-03-17
valerie.reynolds,cash,146.64,Food,Takeaway,Canteen,2024-01-01
valerie.reynolds,cash,8.12,Food,Seafood,Kaufland,2022-05-17
valerie.reynolds,card,28.47,Food,Frozen food,Pizzeria,2023-02-12
